name,trademark,brand,time_up,price,year_product,style,status,origin,KM,local,box_car,fuel
Chrysler 300  2008,Chrysler,300,17-11-21,650000000,2008,Sedan,Đã qua sử dụng,Nhập khẩu,60000,Vĩnh Phúc,Số tự động,Xăng
Chrysler Neon  1995,Chrysler,Neon,19-11-21,95000000,1995,Sedan,Đã qua sử dụng,Nhập khẩu,120000,Tp.HCM,Số tay,Xăng
Daihatsu Citivan  2000,Daihatsu,Citivan,05-12-21,75000000,2000,Van/Minivan,Đã qua sử dụng,Trong nước,64852,Tp.HCM,Số tay,Xăng
Daihatsu Citivan  2003,Daihatsu,Citivan,06-12-21,50000000,2003,Van/Minivan,Đã qua sử dụng,Nhập khẩu,88000,Bắc Giang,Số tay,Xăng
Daihatsu Citivan  2001,Daihatsu,Citivan,06-12-21,46000000,2001,Van/Minivan,Đã qua sử dụng,Trong nước,120000,Nghệ An,Số tay,Xăng
Daihatsu Citivan  2002,Daihatsu,Citivan,30-11-21,52000000,2002,Van/Minivan,Đã qua sử dụng,Nhập khẩu,90000,Đà Nẵng,Số tay,Xăng
Daihatsu Citivan    2004,Daihatsu,Citivan,01-12-21,56000000,2004,Van/Minivan,Đã qua sử dụng,Trong nước,16000,Hà Nội,Số tay,Xăng
Daihatsu Citivan  2006,Daihatsu,Citivan,29-11-21,72000000,2006,Van/Minivan,Đã qua sử dụng,Trong nước,250000,Tp.HCM,Số tay,Xăng
Daihatsu Citivan  2000,Daihatsu,Citivan,24-11-21,38000000,2000,Van/Minivan,Đã qua sử dụng,Nhập khẩu,50000,Tp.HCM,Số tay,Xăng
Daihatsu Citivan  2003,Daihatsu,Citivan,22-11-21,55000000,2003,Van/Minivan,Đã qua sử dụng,Nhập khẩu,100000,Đà Nẵng,Số tay,Xăng
Daihatsu Citivan  2002,Daihatsu,Citivan,17-11-21,42000000,2002,Van/Minivan,Đã qua sử dụng,Nhập khẩu,100000,Hà Nội,Số tay,Xăng
Daihatsu Citivan  2000,Daihatsu,Citivan,17-11-21,70000000,2000,Van/Minivan,Đã qua sử dụng,Trong nước,20000,Hà Nội,Số tay,Xăng
Daihatsu Citivan  2006,Daihatsu,Citivan,08-11-21,105000000,2006,Van/Minivan,Đã qua sử dụng,Trong nước,130000,Tp.HCM,Số tay,Xăng
Daihatsu Citivan    2004,Daihatsu,Citivan,08-11-21,60000000,2004,Van/Minivan,Đã qua sử dụng,Nhập khẩu,123456,Đà Nẵng,Số tay,Xăng
Daihatsu Citivan  1998,Daihatsu,Citivan,29-10-21,38000000,1998,Van/Minivan,Đã qua sử dụng,Nhập khẩu,256875,Hà Nội,Số tay,Xăng
Daihatsu Citivan   1998,Daihatsu,Citivan,14-10-21,70000000,1998,Van/Minivan,Đã qua sử dụng,Nhập khẩu,200000,Tp.HCM,Số tay,Xăng
Daihatsu Citivan  2001,Daihatsu,Citivan,25-11-21,129000000,2001,Van/Minivan,Đã qua sử dụng,Trong nước,100000,Đà Nẵng,Số tay,Xăng
Daihatsu Citivan    2002,Daihatsu,Citivan,20-11-21,70000000,2002,Van/Minivan,Đã qua sử dụng,Nhập khẩu,65000,Lâm Đồng,Số tay,Xăng
Daihatsu Citivan  1998,Daihatsu,Citivan,27-10-21,39000000,1998,Van/Minivan,Đã qua sử dụng,Nhập khẩu,556789,Hà Nội,Số tay,Xăng
Daihatsu Terios  2004,Daihatsu,Terios,06-12-21,168000000,2004,SUV,Đã qua sử dụng,Trong nước,120000,Hà Nội,Số tay,Xăng
Daihatsu Terios  2004,Daihatsu,Terios,06-12-21,168000000,2004,SUV,Đã qua sử dụng,Trong nước,120000,Hà Nội,Số tay,Xăng
Daihatsu Terios  2005,Daihatsu,Terios,29-11-21,152000000,2005,SUV,Đã qua sử dụng,Nhập khẩu,18888,Hà Nội,Số tay,Xăng
Daihatsu Terios  2003,Daihatsu,Terios,19-11-21,156000000,2003,Hatchback,Đã qua sử dụng,Nhập khẩu,120000,Hà Nội,Số tay,Xăng
Daihatsu Terios   1.3 4x4 MT 2007,Daihatsu,Terios,10-11-21,175000000,2007,SUV,Đã qua sử dụng,Trong nước,65000,Vĩnh Phúc,Số tay,Xăng
Daihatsu Terios  2003,Daihatsu,Terios,26-10-21,125000000,2003,SUV,Đã qua sử dụng,Trong nước,55555,Hòa Bình,Số tay,Xăng
Daihatsu Terios   1.3 4x4 MT  2007,Daihatsu,Terios,12-10-21,189000000,2007,SUV,Đã qua sử dụng,Trong nước,60000,Hà Nội,Số tay,Xăng
Daihatsu Terios   MT 4WD  2004,Daihatsu,Terios,06-12-21,168000000,2004,SUV,Đã qua sử dụng,Trong nước,120000,Hà Nội,Số tay,Xăng
Daihatsu Feroza  1993,Daihatsu,Feroza,06-11-21,250000000,1993,SUV,Đã qua sử dụng,Nhập khẩu,85000,Tp.HCM,Số tay,Xăng
Daihatsu Feroza SE 1993,Daihatsu,Feroza,03-11-21,250000000,1993,SUV,Đã qua sử dụng,Nhập khẩu,85000,Tp.HCM,Số tay,Xăng
Daihatsu Feroza   1.6 MT   1994,Daihatsu,Feroza,05-11-21,255000000,1994,SUV,Đã qua sử dụng,Nhập khẩu,220000,Hà Tĩnh,Số tay,Xăng
Daihatsu Feroza  1995,Daihatsu,Feroza,04-11-21,230000000,1995,SUV,Đã qua sử dụng,Nhập khẩu,50000,Hà Nội,Số tay,Xăng
Daihatsu Charade     2006,Daihatsu,Charade,13-11-21,180000000,2006,Hatchback,Đã qua sử dụng,Nhập khẩu,46000,Hà Nội,Số tự động,Xăng
Daihatsu Charade  2007,Daihatsu,Charade,25-10-21,155000000,2007,Hatchback,Đã qua sử dụng,Nhập khẩu,99999,Đồng Nai,Số tự động,Xăng
Đô thành  IZ65  2021,Đô thành,IZ65,06-12-21,458000000,2021,Truck,Mới,Trong nước,0,Đà Nẵng,Số tay,Diesel
Đô thành  IZ65  2021,Đô thành,IZ66,06-12-21,375000000,2021,Truck,Mới,Trong nước,0,Tp.HCM,Số tay,Diesel
Đô thành  IZ49  2019,Đô thành,IZ49,05-12-21,230000000,2019,Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tay,Diesel
Dodge Caravan  1993,Dodge,Caravan,29-11-21,98000000,1993,MPV,Đã qua sử dụng,Nhập khẩu,35789,Tp.HCM,Số tự động,Xăng
Dodge Caravan  2001,Dodge,Caravan,17-11-21,156000000,2001,MPV,Đã qua sử dụng,Nhập khẩu,200000,Tp.HCM,Số tự động,Xăng
Dodge Journey  2010,Dodge,Journey,05-12-21,535000000,2010,SUV,Đã qua sử dụng,Nhập khẩu,76000,Tp.HCM,Số tự động,Xăng
Dongben DB1021     2016,Dongben,DB1021,04-12-21,85000000,2016,Truck,Đã qua sử dụng,Trong nước,61000,Quảng Ninh,Số tay,Xăng
Dongben DB1021  2020,Dongben,DB1021,10-11-21,200000000,2020,Truck,Mới,Trong nước,0,Thừa Thiên Huế,Số tay,Xăng
Dongben X30  2020,Dongben,X30,06-12-21,189000000,2020,Van/Minivan,Đã qua sử dụng,Nhập khẩu,30000,Thái Bình,Số tay,Xăng
Dongben X30 SRM 2021,Dongben,X30,05-12-21,210000000,2021,Van/Minivan,Mới,Trong nước,0,Bình Dương,Số tay,Xăng
Dongben X30  2018,Dongben,X30,25-10-21,155000000,2018,Van/Minivan,Đã qua sử dụng,Nhập khẩu,50000,Hà Nội,Số tay,Xăng
Dongben X30  2018,Dongben,X30,25-11-21,185000000,2018,Van/Minivan,Đã qua sử dụng,Trong nước,30000,Hà Nội,Số tay,Xăng
Dongben 1020D  2021,Dongben,1020D,06-12-21,178000000,2021,Truck,Mới,Trong nước,0,Bình Dương,Số tay,Xăng
Dongben T30  2019,Dongben,T30,07-10-21,225000000,2019,Truck,Đã qua sử dụng,Trong nước,450000,Đà Nẵng,Số tay,Xăng
FAW Xe tải thùng  2021,FAW,,06-12-21,500000000,2021,Truck,Mới,Trong nước,0,Bình Dương,Số tay,Diesel
Fiat Siena  2003,Fiat,Siena,05-12-21,58000000,2003,Sedan,Đã qua sử dụng,Trong nước,16000,Hà Nội,Số tay,Xăng
Fiat Siena  2003,Fiat,Siena,12-11-21,85000000,2003,Sedan,Đã qua sử dụng,Nhập khẩu,165000,Vĩnh Phúc,Số tay,Xăng
Fiat Siena  2001,Fiat,Siena,06-12-21,51000000,2001,Sedan,Đã qua sử dụng,Nhập khẩu,548484,Đắk Lắk,Số tay,Xăng
Fiat Siena    2002,Fiat,Siena,02-12-21,40000000,2002,Sedan,Đã qua sử dụng,Trong nước,213432,Hà Tĩnh,Số tay,Xăng
Fiat Siena  2003,Fiat,Siena,02-12-21,47000000,2003,Sedan,Đã qua sử dụng,Nhập khẩu,260000,Hà Nội,Số tay,Xăng
Fiat Siena    2001,Fiat,Siena,02-12-21,55000000,2001,Sedan,Đã qua sử dụng,Trong nước,319500,Bắc Ninh,Số tay,Xăng
Fiat Siena  2000,Fiat,Siena,01-12-21,57000000,2000,Sedan,Đã qua sử dụng,Trong nước,150000,Tp.HCM,Số tay,Xăng
Fiat Siena  2003,Fiat,Siena,29-11-21,75000000,2003,Sedan,Đã qua sử dụng,Trong nước,179539,Bình Thuận  ,Số tay,Xăng
